,index,Species,Year,Location,Nesting Success Rate
1188,5526,Red-tailed Hawk,2011,OH,63.60
1189,5527,Barn Owl,2011,CA,68.30
1190,5540,Hairy Woodpecker,2011,WA,81.80
1191,5541,White-headed Woodpecker,2011,WA,64.30
1192,5544,American Kestrel,2011,CA,80.00
1193,5549,American Kestrel,2011,VT,80.00
1194,5550,American Kestrel,2011,WI,35.70
1195,5572,Ash-throated Flycatcher,2011,CA,74.50
1196,5573,Ash-throated Flycatcher,2011,CO,92.30
1197,5603,Carolina Chickadee,2011,MD,64.70
1198,5606,Carolina Chickadee,2011,NC,69.20
1199,5608,Carolina Chickadee,2011,OH,89.50
1200,5611,Carolina Chickadee,2011,SC,61.90
1201,5612,Carolina Chickadee,2011,TN,74.40
1202,5613,Carolina Chickadee,2011,TX,87.20
1203,5627,Black-capped Chickadee,2011,MA,79.70
1204,5630,Black-capped Chickadee,2011,MI,66.70
1205,5645,Black-capped Chickadee,2011,VT,92.30
1206,5652,Mountain Chickadee,2011,CO,82.40
1207,5656,Chestnut-backed Chickadee,2011,CA,86.00
1208,5658,Oak Titmouse,2011,CA,84.00
1209,5674,Tufted Titmouse,2011,TX,100.00
1210,5676,Black-crested Titmouse,2011,TX,81.30
1211,5680,Purple Martin,2011,OH,85.70
1212,5681,Purple Martin,2011,PA,43.90
1213,5683,Purple Martin,2011,TX,87.50
1214,5684,Tree Swallow,2011,AB,97.60
1215,5686,Tree Swallow,2011,MB,81.50
1216,5690,Tree Swallow,2011,CA,79.70
1217,5691,Tree Swallow,2011,CO,83.20
1218,5692,Tree Swallow,2011,CT,93.30
1219,5695,Tree Swallow,2011,ID,70.10
1220,5696,Tree Swallow,2011,IL,76.70
1221,5697,Tree Swallow,2011,IN,77.80
1222,5699,Tree Swallow,2011,KY,82.40
1223,5700,Tree Swallow,2011,MA,72.10
1224,5701,Tree Swallow,2011,MD,70.10
1225,5703,Tree Swallow,2011,MI,82.60
1226,5704,Tree Swallow,2011,MN,78.70
1227,5705,Tree Swallow,2011,MO,84.60
1228,5708,Tree Swallow,2011,ND,61.10
1229,5710,Tree Swallow,2011,NH,68.40
1230,5711,Tree Swallow,2011,NJ,86.80
1231,5712,Tree Swallow,2011,NY,66.30
1232,5713,Tree Swallow,2011,OH,78.40
1233,5715,Tree Swallow,2011,OR,79.40
1234,5716,Tree Swallow,2011,PA,86.80
1235,5718,Tree Swallow,2011,TN,78.40
1236,5719,Tree Swallow,2011,UT,6.30
1237,5720,Tree Swallow,2011,VA,83.00
1238,5721,Tree Swallow,2011,VT,74.30
1239,5723,Tree Swallow,2011,WI,75.90
1240,5724,Tree Swallow,2011,WV,62.50
1241,5727,Violet-green Swallow,2011,CA,82.10
1242,5728,Violet-green Swallow,2011,CO,72.60
1243,5732,Barn Swallow,2011,MA,80.80
1244,5740,Barn Swallow,2011,TX,85.70
1245,5744,White-breasted Nuthatch,2011,CA,70.60
1246,5745,White-breasted Nuthatch,2011,CO,77.30
1247,5761,House Wren,2011,CA,81.70
1248,5762,House Wren,2011,CO,83.10
1249,5764,House Wren,2011,DE,90.90
1250,5767,House Wren,2011,ID,90.90
1251,5768,House Wren,2011,IL,66.70
1252,5772,House Wren,2011,MA,78.80
1253,5773,House Wren,2011,MD,83.70
1254,5774,House Wren,2011,MI,83.70
1255,5775,House Wren,2011,MN,90.50
1256,5780,House Wren,2011,NJ,63.60
1257,5781,House Wren,2011,NY,77.30
1258,5782,House Wren,2011,OH,75.50
1259,5784,House Wren,2011,PA,81.50
1260,5788,House Wren,2011,VA,76.80
1261,5789,House Wren,2011,WI,93.80
1262,5804,Carolina Wren,2011,NC,44.40
1263,5808,Carolina Wren,2011,TN,90.90
1264,5809,Carolina Wren,2011,TX,90.90
1265,5811,Bewick's Wren,2011,CA,80.00
1266,5814,Bewick's Wren,2011,TX,77.80
1267,5844,Eastern Bluebird,2011,MB,79.20
1268,5848,Eastern Bluebird,2011,CT,70.60
1269,5850,Eastern Bluebird,2011,FL,70.70
1270,5851,Eastern Bluebird,2011,GA,69.20
1271,5852,Eastern Bluebird,2011,IA,53.10
1272,5853,Eastern Bluebird,2011,IL,59.80
1273,5854,Eastern Bluebird,2011,IN,77.60
1274,5855,Eastern Bluebird,2011,KS,70.40
1275,5856,Eastern Bluebird,2011,KY,75.90
1276,5857,Eastern Bluebird,2011,LA,83.30
1277,5858,Eastern Bluebird,2011,MA,77.40
1278,5859,Eastern Bluebird,2011,MD,79.00
1279,5861,Eastern Bluebird,2011,MI,75.00
1280,5862,Eastern Bluebird,2011,MN,71.40
1281,5863,Eastern Bluebird,2011,MO,77.00
1282,5864,Eastern Bluebird,2011,MS,100.00
1283,5865,Eastern Bluebird,2011,NC,76.90
1284,5869,Eastern Bluebird,2011,NJ,80.30
1285,5870,Eastern Bluebird,2011,NY,68.00
1286,5871,Eastern Bluebird,2011,OH,78.90
1287,5872,Eastern Bluebird,2011,OK,60.00
1288,5873,Eastern Bluebird,2011,PA,79.30
1289,5874,Eastern Bluebird,2011,SC,65.40
1290,5875,Eastern Bluebird,2011,TN,81.60
1291,5876,Eastern Bluebird,2011,TX,73.00
1292,5877,Eastern Bluebird,2011,VA,67.90
1293,5879,Eastern Bluebird,2011,WI,79.50
1294,5880,Eastern Bluebird,2011,WV,72.00
1295,5881,Western Bluebird,2011,CA,85.30
1296,5882,Western Bluebird,2011,CO,75.10
1297,5883,Western Bluebird,2011,ID,46.70
1298,5886,Western Bluebird,2011,OR,50.00
1299,5890,Mountain Bluebird,2011,AB,84.60
1300,5892,Mountain Bluebird,2011,CA,100.00
1301,5893,Mountain Bluebird,2011,CO,78.00
1302,5894,Mountain Bluebird,2011,ID,57.10
1303,5897,Mountain Bluebird,2011,OR,80.00
1304,5898,Mountain Bluebird,2011,UT,23.10
1305,5920,American Robin,2011,NY,72.20
1306,5922,American Robin,2011,PA,91.70
1307,5935,House Sparrow,2011,CA,6.30
1308,5937,House Sparrow,2011,IL,1.90
1309,5941,House Sparrow,2011,MA,1.80
1310,5942,House Sparrow,2011,MD,15.40
1311,5943,House Sparrow,2011,MI,7.70
1312,5944,House Sparrow,2011,MN,9.10
1313,5949,House Sparrow,2011,OH,5.70
1314,5954,House Sparrow,2011,WI,0.00
1315,5967,House Finch,2011,NC,76.90
1316,6002,Red-winged Blackbird,2011,OH,54.50
1317,6007,Prothonotary Warbler,2011,OH,89.40
1318,6039,Wood Duck,2010,QC,100.00
1319,6040,Wood Duck,2010,CA,76.90
1320,6046,Wood Duck,2010,TX,61.10
1321,6107,Barn Owl,2010,CA,78.40
1322,6125,White-headed Woodpecker,2010,WA,92.30
1323,6130,American Kestrel,2010,CA,92.30
1324,6135,American Kestrel,2010,VT,100.00
1325,6159,Ash-throated Flycatcher,2010,CA,78.70
1326,6160,Ash-throated Flycatcher,2010,CO,85.70
1327,6161,Ash-throated Flycatcher,2010,NM,83.30
1328,6176,Carolina Chickadee,2010,FL,64.30
1329,6180,Carolina Chickadee,2010,MD,62.10
1330,6182,Carolina Chickadee,2010,NC,78.10
1331,6184,Carolina Chickadee,2010,OH,66.70
1332,6186,Carolina Chickadee,2010,SC,76.70
1333,6187,Carolina Chickadee,2010,TN,79.30
1334,6188,Carolina Chickadee,2010,TX,87.00
1335,6200,Black-capped Chickadee,2010,MA,71.40
1336,6203,Black-capped Chickadee,2010,MI,75.00
1337,6210,Black-capped Chickadee,2010,NY,77.80
1338,6215,Black-capped Chickadee,2010,SC,66.70
1339,6218,Black-capped Chickadee,2010,VT,100.00
1340,6223,Mountain Chickadee,2010,CO,75.00
1341,6228,Chestnut-backed Chickadee,2010,CA,86.30
1342,6233,Oak Titmouse,2010,CA,78.00
1343,6249,Tufted Titmouse,2010,TX,75.00
1344,6250,Black-crested Titmouse,2010,TX,83.30
1345,6255,Purple Martin,2010,OH,92.00
1346,6256,Purple Martin,2010,PA,44.80
1347,6259,Tree Swallow,2010,AB,64.00
1348,6260,Tree Swallow,2010,MB,67.70
1349,6262,Tree Swallow,2010,QC,77.80
1350,6265,Tree Swallow,2010,CA,81.90
1351,6266,Tree Swallow,2010,CO,80.80
1352,6267,Tree Swallow,2010,CT,75.00
1353,6270,Tree Swallow,2010,ID,37.50
1354,6271,Tree Swallow,2010,IL,80.50
1355,6272,Tree Swallow,2010,IN,86.40
1356,6274,Tree Swallow,2010,KY,72.70
1357,6275,Tree Swallow,2010,MA,76.10
1358,6276,Tree Swallow,2010,MD,76.20
1359,6278,Tree Swallow,2010,MI,67.00
1360,6279,Tree Swallow,2010,MN,83.30
1361,6280,Tree Swallow,2010,MO,85.00
1362,6282,Tree Swallow,2010,ND,73.30
1363,6284,Tree Swallow,2010,NH,86.70
1364,6285,Tree Swallow,2010,NJ,71.70
1365,6286,Tree Swallow,2010,NY,67.50
1366,6287,Tree Swallow,2010,OH,80.60
1367,6289,Tree Swallow,2010,PA,79.60
1368,6291,Tree Swallow,2010,TN,72.50
1369,6292,Tree Swallow,2010,UT,82.90
1370,6293,Tree Swallow,2010,VA,75.50
1371,6294,Tree Swallow,2010,VT,94.10
1372,6296,Tree Swallow,2010,WI,87.00
1373,6297,Tree Swallow,2010,WV,80.00
1374,6298,Violet-green Swallow,2010,CA,85.00
1375,6299,Violet-green Swallow,2010,CO,66.70
1376,6308,Barn Swallow,2010,MA,100.00
1377,6316,White-breasted Nuthatch,2010,CA,95.20
1378,6317,White-breasted Nuthatch,2010,CO,79.20
1379,6326,Pygmy Nuthatch,2010,CO,75.00
1380,6330,Brown-headed Nuthatch,2010,NC,84.60
1381,6337,House Wren,2010,CA,79.10
1382,6338,House Wren,2010,CO,59.80
1383,6343,House Wren,2010,IL,77.50
1384,6344,House Wren,2010,IN,60.00
1385,6346,House Wren,2010,MA,60.00
1386,6347,House Wren,2010,MD,70.60
1387,6349,House Wren,2010,MI,72.30
1388,6350,House Wren,2010,MN,76.20
1389,6351,House Wren,2010,MO,82.60
1390,6352,House Wren,2010,NC,75.00
1391,6355,House Wren,2010,NJ,61.90
1392,6356,House Wren,2010,NY,78.00
1393,6357,House Wren,2010,OH,79.60
1394,6358,House Wren,2010,PA,82.90
1395,6363,House Wren,2010,VA,85.00
1396,6366,House Wren,2010,WI,100.00
1397,6382,Carolina Wren,2010,TN,57.10
1398,6383,Carolina Wren,2010,TX,86.40
1399,6385,Bewick's Wren,2010,CA,96.40
1400,6388,Bewick's Wren,2010,TX,78.80
1401,6394,European Starling,2010,CA,57.10
1402,6428,Eastern Bluebird,2010,MB,89.70
1403,6432,Eastern Bluebird,2010,AR,81.80
1404,6433,Eastern Bluebird,2010,CT,80.00
1405,6435,Eastern Bluebird,2010,FL,71.10
1406,6436,Eastern Bluebird,2010,GA,88.00
1407,6437,Eastern Bluebird,2010,IA,88.00
1408,6438,Eastern Bluebird,2010,IL,68.60
1409,6439,Eastern Bluebird,2010,IN,81.20
1410,6440,Eastern Bluebird,2010,KS,92.00
1411,6441,Eastern Bluebird,2010,KY,93.80
1412,6442,Eastern Bluebird,2010,LA,66.70
1413,6443,Eastern Bluebird,2010,MA,78.30
1414,6444,Eastern Bluebird,2010,MD,84.00
1415,6446,Eastern Bluebird,2010,MI,64.40
1416,6447,Eastern Bluebird,2010,MN,69.60
1417,6448,Eastern Bluebird,2010,MO,79.50
1418,6449,Eastern Bluebird,2010,MS,95.20
1419,6450,Eastern Bluebird,2010,NC,77.00
1420,6453,Eastern Bluebird,2010,NH,84.60
1421,6454,Eastern Bluebird,2010,NJ,84.40
1422,6456,Eastern Bluebird,2010,NY,74.40
1423,6457,Eastern Bluebird,2010,OH,78.20
1424,6459,Eastern Bluebird,2010,PA,77.20
1425,6460,Eastern Bluebird,2010,SC,68.10
1426,6461,Eastern Bluebird,2010,TN,82.90
1427,6462,Eastern Bluebird,2010,TX,82.10
1428,6463,Eastern Bluebird,2010,VA,72.10
1429,6465,Eastern Bluebird,2010,WI,84.60
1430,6466,Eastern Bluebird,2010,WV,94.10
1431,6468,Western Bluebird,2010,CA,88.60
1432,6469,Western Bluebird,2010,CO,76.30
1433,6471,Western Bluebird,2010,NM,70.80
1434,6473,Western Bluebird,2010,OR,70.60
1435,6475,Mountain Bluebird,2010,AB,78.60
1436,6476,Mountain Bluebird,2010,MB,20.00
1437,6477,Mountain Bluebird,2010,CA,100.00
1438,6478,Mountain Bluebird,2010,CO,80.50
1439,6479,Mountain Bluebird,2010,ID,66.70
1440,6486,Mountain Bluebird,2010,OR,73.10
1441,6487,Mountain Bluebird,2010,UT,95.50
1442,6506,American Robin,2010,NY,50.00
1443,6513,House Sparrow,2010,AB,26.70
1444,6517,House Sparrow,2010,CA,25.00
1445,6519,House Sparrow,2010,CT,16.70
1446,6520,House Sparrow,2010,IL,4.80
1447,6522,House Sparrow,2010,MA,6.70
1448,6524,House Sparrow,2010,MI,21.40
1449,6526,House Sparrow,2010,ND,5.90
1450,6529,House Sparrow,2010,NY,15.00
1451,6530,House Sparrow,2010,OH,2.70
1452,6535,House Sparrow,2010,WI,0.00
1453,6582,Prothonotary Warbler,2010,OH,86.10
1454,6604,Wood Duck,2009,CA,75.00
1455,6611,Wood Duck,2009,SC,74.40
1456,6612,Wood Duck,2009,TX,68.40
1457,6657,Barn Owl,2009,CA,75.00
1458,6671,White-headed Woodpecker,2009,WA,53.80
1459,6674,Northern Flicker,2009,WA,73.30
1460,6679,American Kestrel,2009,OR,81.10
1461,6680,American Kestrel,2009,VT,80.00
1462,6681,American Kestrel,2009,WI,66.70
1463,6706,Ash-throated Flycatcher,2009,CA,83.30
1464,6707,Ash-throated Flycatcher,2009,CO,80.00
1465,6724,Carolina Chickadee,2009,GA,92.30
1466,6728,Carolina Chickadee,2009,MD,69.20
1467,6731,Carolina Chickadee,2009,NC,70.00
1468,6735,Carolina Chickadee,2009,SC,77.10
1469,6736,Carolina Chickadee,2009,TN,63.20
1470,6737,Carolina Chickadee,2009,TX,93.10
1471,6747,Black-capped Chickadee,2009,MA,57.70
1472,6756,Black-capped Chickadee,2009,OH,71.40
1473,6757,Black-capped Chickadee,2009,PA,54.50
1474,6758,Black-capped Chickadee,2009,SC,85.70
1475,6764,Black-capped Chickadee,2009,WI,100.00
1476,6766,Mountain Chickadee,2009,CO,63.60
1477,6772,Chestnut-backed Chickadee,2009,CA,83.30
1478,6774,Oak Titmouse,2009,CA,79.00
1479,6792,Tufted Titmouse,2009,TX,100.00
1480,6793,Black-crested Titmouse,2009,TX,84.60
1481,6796,Purple Martin,2009,OH,91.20
1482,6797,Purple Martin,2009,PA,37.50
1483,6800,Tree Swallow,2009,AB,94.00
1484,6801,Tree Swallow,2009,MB,62.50
1485,6803,Tree Swallow,2009,QC,89.50
1486,6806,Tree Swallow,2009,CA,81.00
1487,6807,Tree Swallow,2009,CO,81.50
1488,6808,Tree Swallow,2009,CT,65.50
1489,6811,Tree Swallow,2009,ID,69.20
1490,6812,Tree Swallow,2009,IL,79.70
1491,6816,Tree Swallow,2009,MA,59.50
1492,6817,Tree Swallow,2009,MD,85.50
1493,6819,Tree Swallow,2009,MI,86.30
1494,6820,Tree Swallow,2009,MN,80.00
1495,6821,Tree Swallow,2009,MO,87.50
1496,6822,Tree Swallow,2009,MT,91.20
1497,6823,Tree Swallow,2009,ND,70.20
1498,6825,Tree Swallow,2009,NJ,77.80
1499,6826,Tree Swallow,2009,NY,80.00
1500,6827,Tree Swallow,2009,OH,81.20
1501,6828,Tree Swallow,2009,OR,84.60
1502,6829,Tree Swallow,2009,PA,90.60
1503,6831,Tree Swallow,2009,TN,54.30
1504,6833,Tree Swallow,2009,VA,76.30
1505,6834,Tree Swallow,2009,VT,90.60
1506,6836,Tree Swallow,2009,WI,78.40
1507,6837,Tree Swallow,2009,WV,91.70
1508,6839,Violet-green Swallow,2009,CA,84.80
1509,6840,Violet-green Swallow,2009,CO,70.40
1510,6861,White-breasted Nuthatch,2009,CA,81.00
1511,6862,White-breasted Nuthatch,2009,CO,92.30
1512,6868,Pygmy Nuthatch,2009,CO,81.80
1513,6881,House Wren,2009,CA,92.50
1514,6882,House Wren,2009,CO,59.40
1515,6888,House Wren,2009,IL,61.90
1516,6894,House Wren,2009,MD,72.10
1517,6895,House Wren,2009,MI,73.80
1518,6896,House Wren,2009,MN,88.20
1519,6901,House Wren,2009,NJ,70.00
1520,6902,House Wren,2009,NY,76.40
1521,6903,House Wren,2009,OH,75.40
1522,6904,House Wren,2009,PA,68.40
1523,6907,House Wren,2009,VA,70.30
1524,6908,House Wren,2009,WI,77.10
1525,6923,Carolina Wren,2009,TN,66.70
1526,6924,Carolina Wren,2009,TX,64.00
1527,6926,Bewick's Wren,2009,CA,95.50
1528,6928,Bewick's Wren,2009,TX,78.90
1529,6956,Eastern Bluebird,2009,MB,63.20
1530,6959,Eastern Bluebird,2009,AR,62.50
1531,6960,Eastern Bluebird,2009,CT,66.70
1532,6961,Eastern Bluebird,2009,FL,71.20
1533,6962,Eastern Bluebird,2009,GA,83.80
1534,6963,Eastern Bluebird,2009,IA,82.40
1535,6964,Eastern Bluebird,2009,IL,74.90
1536,6965,Eastern Bluebird,2009,IN,83.90
1537,6966,Eastern Bluebird,2009,KS,96.60
1538,6967,Eastern Bluebird,2009,KY,88.10
1539,6968,Eastern Bluebird,2009,LA,58.30
1540,6969,Eastern Bluebird,2009,MA,76.80
1541,6970,Eastern Bluebird,2009,MD,81.80
1542,6972,Eastern Bluebird,2009,MI,75.00
1543,6973,Eastern Bluebird,2009,MN,83.60
1544,6974,Eastern Bluebird,2009,MO,82.10
1545,6975,Eastern Bluebird,2009,MS,84.90
1546,6976,Eastern Bluebird,2009,NC,67.20
1547,6977,Eastern Bluebird,2009,ND,35.70
1548,6980,Eastern Bluebird,2009,NJ,84.40
1549,6981,Eastern Bluebird,2009,NY,88.90
1550,6982,Eastern Bluebird,2009,OH,80.90
1551,6984,Eastern Bluebird,2009,PA,80.90
1552,6986,Eastern Bluebird,2009,SC,72.40
1553,6987,Eastern Bluebird,2009,TN,84.10
1554,6988,Eastern Bluebird,2009,TX,67.40
1555,6989,Eastern Bluebird,2009,VA,81.10
1556,6990,Eastern Bluebird,2009,VT,91.70
1557,6991,Eastern Bluebird,2009,WI,86.10
1558,6992,Eastern Bluebird,2009,WV,75.00
1559,6993,Western Bluebird,2009,CA,87.30
1560,6994,Western Bluebird,2009,CO,70.30
1561,6997,Western Bluebird,2009,NM,82.40
1562,6998,Western Bluebird,2009,OR,48.00
1563,6999,Mountain Bluebird,2009,AB,81.80
1564,7002,Mountain Bluebird,2009,CO,72.80
1565,7003,Mountain Bluebird,2009,ID,52.40
1566,7005,Mountain Bluebird,2009,MT,76.20
1567,7007,Mountain Bluebird,2009,OR,75.40
1568,7044,House Sparrow,2009,AB,0.00
1569,7046,House Sparrow,2009,CA,3.30
1570,7048,House Sparrow,2009,CT,3.60
1571,7049,House Sparrow,2009,IL,0.00
1572,7052,House Sparrow,2009,MA,6.10
1573,7057,House Sparrow,2009,ND,0.00
1574,7059,House Sparrow,2009,NJ,0.00
1575,7061,House Sparrow,2009,OH,7.50
1576,7069,House Sparrow,2009,WI,0.00
1577,7119,Prothonotary Warbler,2009,OH,87.10
1578,7142,Wood Duck,2008,SC,64.50
1579,7143,Wood Duck,2008,TX,58.10
1580,7192,White-headed Woodpecker,2008,WA,72.70
1581,7193,Northern Flicker,2008,WA,72.70
1582,7196,American Kestrel,2008,VT,100.00
1583,7218,Ash-throated Flycatcher,2008,CA,76.60
1584,7219,Ash-throated Flycatcher,2008,CO,83.90
1585,7236,Carolina Chickadee,2008,MD,71.40
1586,7239,Carolina Chickadee,2008,NC,87.50
1587,7245,Carolina Chickadee,2008,TN,73.10
1588,7253,Black-capped Chickadee,2008,MA,58.80
1589,7262,Black-capped Chickadee,2008,SC,79.70
1590,7267,Black-capped Chickadee,2008,WI,63.60
1591,7275,Chestnut-backed Chickadee,2008,CA,77.90
1592,7277,Oak Titmouse,2008,CA,83.30
1593,7289,Tufted Titmouse,2008,SC,18.20
1594,7291,Tufted Titmouse,2008,TX,83.30
1595,7294,Black-crested Titmouse,2008,TX,92.30
1596,7297,Purple Martin,2008,OH,96.20
1597,7298,Purple Martin,2008,PA,70.50
1598,7301,Tree Swallow,2008,AB,94.30
1599,7303,Tree Swallow,2008,MB,74.50
1600,7306,Tree Swallow,2008,CA,77.40
1601,7307,Tree Swallow,2008,CO,75.70
1602,7308,Tree Swallow,2008,CT,80.00
1603,7312,Tree Swallow,2008,ID,66.20
1604,7313,Tree Swallow,2008,IL,85.00
1605,7314,Tree Swallow,2008,IN,89.30
1606,7316,Tree Swallow,2008,MA,67.30
1607,7317,Tree Swallow,2008,MD,70.00
1608,7318,Tree Swallow,2008,MI,80.90
1609,7319,Tree Swallow,2008,MN,86.50
1610,7320,Tree Swallow,2008,MO,80.80
1611,7321,Tree Swallow,2008,MT,94.40
1612,7323,Tree Swallow,2008,ND,68.20
1613,7324,Tree Swallow,2008,NJ,64.90
1614,7325,Tree Swallow,2008,NY,88.30
1615,7326,Tree Swallow,2008,OH,77.60
1616,7327,Tree Swallow,2008,OR,90.90
1617,7328,Tree Swallow,2008,PA,80.00
1618,7330,Tree Swallow,2008,TN,71.40
1619,7331,Tree Swallow,2008,UT,2.00
1620,7332,Tree Swallow,2008,VA,78.50
1621,7333,Tree Swallow,2008,VT,86.80
1622,7335,Tree Swallow,2008,WI,87.80
1623,7336,Tree Swallow,2008,WV,58.30
1624,7339,Violet-green Swallow,2008,CA,73.60
1625,7340,Violet-green Swallow,2008,CO,77.40
1626,7354,White-breasted Nuthatch,2008,CA,100.00
1627,7355,White-breasted Nuthatch,2008,CO,85.70
1628,7369,House Wren,2008,CA,92.30
1629,7370,House Wren,2008,CO,75.80
1630,7375,House Wren,2008,IL,70.50
1631,7379,House Wren,2008,MD,69.40
1632,7380,House Wren,2008,MI,81.80
1633,7381,House Wren,2008,MN,76.90
1634,7384,House Wren,2008,ND,72.00
1635,7385,House Wren,2008,NJ,81.50
1636,7386,House Wren,2008,NY,76.50
1637,7387,House Wren,2008,OH,70.90
1638,7388,House Wren,2008,PA,67.30
1639,7389,House Wren,2008,SC,68.80
1640,7391,House Wren,2008,VA,75.00
1641,7394,House Wren,2008,WI,86.70
1642,7409,Carolina Wren,2008,TN,83.30
1643,7410,Carolina Wren,2008,TX,71.40
1644,7412,Bewick's Wren,2008,CA,94.40
1645,7414,Bewick's Wren,2008,TX,73.90
1646,7438,Eastern Bluebird,2008,MB,84.20
1647,7439,Eastern Bluebird,2008,AR,60.00
1648,7440,Eastern Bluebird,2008,CO,74.10
1649,7441,Eastern Bluebird,2008,CT,53.10
1650,7442,Eastern Bluebird,2008,DE,84.60
1651,7443,Eastern Bluebird,2008,FL,81.10
1652,7444,Eastern Bluebird,2008,GA,79.60
1653,7446,Eastern Bluebird,2008,IL,79.10
1654,7447,Eastern Bluebird,2008,IN,76.90
1655,7448,Eastern Bluebird,2008,KS,86.40
1656,7449,Eastern Bluebird,2008,KY,81.10
1657,7451,Eastern Bluebird,2008,MA,66.70
1658,7452,Eastern Bluebird,2008,MD,70.20
1659,7453,Eastern Bluebird,2008,MI,69.50
1660,7454,Eastern Bluebird,2008,MN,86.40
1661,7455,Eastern Bluebird,2008,MO,76.80
1662,7456,Eastern Bluebird,2008,MS,71.70
1663,7458,Eastern Bluebird,2008,NC,78.00
1664,7459,Eastern Bluebird,2008,ND,56.50
1665,7461,Eastern Bluebird,2008,NJ,72.40
1666,7462,Eastern Bluebird,2008,NY,73.60
1667,7463,Eastern Bluebird,2008,OH,80.50
1668,7464,Eastern Bluebird,2008,OK,93.90
1669,7465,Eastern Bluebird,2008,PA,78.20
1670,7466,Eastern Bluebird,2008,SC,68.20
1671,7467,Eastern Bluebird,2008,TN,74.40
1672,7468,Eastern Bluebird,2008,TX,87.10
1673,7469,Eastern Bluebird,2008,VA,73.20
1674,7470,Eastern Bluebird,2008,VT,83.30
1675,7471,Eastern Bluebird,2008,WI,85.00
1676,7472,Eastern Bluebird,2008,WV,60.00
1677,7473,Western Bluebird,2008,AZ,91.70
1678,7474,Western Bluebird,2008,CA,85.20
1679,7475,Western Bluebird,2008,CO,80.40
1680,7476,Western Bluebird,2008,ID,57.10
1681,7477,Western Bluebird,2008,NM,77.80
1682,7478,Western Bluebird,2008,OR,67.50
1683,7479,Western Bluebird,2008,WA,57.90
1684,7480,Mountain Bluebird,2008,AB,86.40
1685,7482,Mountain Bluebird,2008,CO,78.80
1686,7483,Mountain Bluebird,2008,ID,76.50
1687,7484,Mountain Bluebird,2008,MT,94.10
1688,7486,Mountain Bluebird,2008,OR,71.10
1689,7487,Mountain Bluebird,2008,UT,3.60
1690,7506,American Robin,2008,NY,30.80
1691,7514,House Sparrow,2008,AB,0.00
1692,7516,House Sparrow,2008,CA,20.00
1693,7518,House Sparrow,2008,CT,0.00
1694,7519,House Sparrow,2008,IL,0.00
1695,7522,House Sparrow,2008,MA,0.00
1696,7524,House Sparrow,2008,MI,0.00
1697,7526,House Sparrow,2008,ND,3.30
1698,7530,House Sparrow,2008,OH,2.30
1699,7536,House Sparrow,2008,WI,5.90
1700,7570,Prothonotary Warbler,2008,OH,0.00
1701,7586,Wood Duck,2007,CA,84.20
1702,7589,Wood Duck,2007,NY,60.00
1703,7592,Wood Duck,2007,TX,46.20
1704,7633,American Kestrel,2007,VT,94.40
1705,7650,Ash-throated Flycatcher,2007,CA,79.10
1706,7651,Ash-throated Flycatcher,2007,CO,92.90
1707,7653,Ash-throated Flycatcher,2007,TX,90.90
1708,7672,Carolina Chickadee,2007,NC,72.00
1709,7677,Carolina Chickadee,2007,TN,31.60
1710,7678,Carolina Chickadee,2007,TX,92.90
1711,7687,Black-capped Chickadee,2007,MA,36.40
1712,7696,Black-capped Chickadee,2007,NY,46.70
1713,7699,Black-capped Chickadee,2007,SC,77.00
1714,7711,Chestnut-backed Chickadee,2007,CA,78.70
1715,7714,Oak Titmouse,2007,CA,78.00
1716,7729,Tufted Titmouse,2007,TX,54.50
1717,7732,Black-crested Titmouse,2007,TX,84.40
1718,7736,Purple Martin,2007,OH,92.90
1719,7737,Purple Martin,2007,PA,69.20
1720,7738,Purple Martin,2007,TX,89.70
1721,7739,Purple Martin,2007,VA,26.30
1722,7740,Tree Swallow,2007,AB,90.30
1723,7741,Tree Swallow,2007,MB,75.00
1724,7744,Tree Swallow,2007,CA,81.10
1725,7745,Tree Swallow,2007,CO,86.60
1726,7747,Tree Swallow,2007,DE,81.80
1727,7749,Tree Swallow,2007,ID,79.70
1728,7750,Tree Swallow,2007,IL,83.90
1729,7751,Tree Swallow,2007,IN,80.00
1730,7754,Tree Swallow,2007,MA,69.80
1731,7755,Tree Swallow,2007,MD,76.30
1732,7756,Tree Swallow,2007,MI,85.40
1733,7757,Tree Swallow,2007,MN,81.00
1734,7758,Tree Swallow,2007,MO,76.70
1735,7760,Tree Swallow,2007,ND,32.90
1736,7761,Tree Swallow,2007,NJ,71.40
1737,7762,Tree Swallow,2007,NY,79.70
1738,7763,Tree Swallow,2007,OH,78.00
1739,7764,Tree Swallow,2007,OR,73.70
1740,7765,Tree Swallow,2007,PA,80.20
1741,7767,Tree Swallow,2007,TN,82.10
1742,7768,Tree Swallow,2007,UT,98.00
1743,7769,Tree Swallow,2007,VA,59.80
1744,7770,Tree Swallow,2007,VT,84.60
1745,7772,Tree Swallow,2007,WI,88.20
1746,7775,Violet-green Swallow,2007,CA,81.50
1747,7776,Violet-green Swallow,2007,CO,88.00
1748,7788,White-breasted Nuthatch,2007,CO,100.00
1749,7795,Pygmy Nuthatch,2007,CO,76.90
1750,7801,House Wren,2007,CA,78.90
1751,7802,House Wren,2007,CO,80.80
1752,7807,House Wren,2007,IL,61.40
1753,7808,House Wren,2007,IN,68.00
